	name	query	labels	address	postal no.	postal name	coord. x	coord. y
2421	Restaurant Tinggården	Restaurant	['Restaurant', 'Nye nordiske restauranter']	Frederiksværkvej 182	3300	Frederiksværk	12.0589981	56.0185356
2422	Ristorante Amarone	Restaurant	['Italienske restauranter', 'Restaurant']	Amtsvej 3A	3450	Allerød	12.3574715	55.8692627
2423	Christians Minde	Restaurant	['Restaurant']	Brogade 7	4600	Køge	12.1823215	55.4556885
2424	Hotel Marina ApS	Restaurant	['Restaurant', 'Hotel']	Vedbæk Strandvej 391	2950	Vedbæk	12.5680799	55.8506546
2425	GourmannGaard Take away & Catering Service	Restaurant	['Catering, diner transportable', 'Take away', 'Danske restauranter', 'Restaurant']	Teestrup Bygade 12	4690	Haslev	11.8824596	55.3285332
2426	Oreby Kro ApS	Restaurant	['Restaurant']	Orebygaard 2	4990	Sakskøbing	11.5961275	54.8271027
2427	HavneGrillen	Restaurant	['Grillbar', 'Pølsevogne']	Toldbodgade 12	4700	Næstved	11.7559929	55.2284851
2428	Taverna Kreta	Restaurant	['Græske restauranter']	Jagtvej 59	2200	København N	12.5476265	55.6934814
2429	Cafe Skomagerhuset	Restaurant	['Café', 'Restaurant']	Måløv Hovedgade 71A	2760	Måløv	12.3168306	55.7498627
2430	Magasasa Classic	Restaurant	['Kinesisk restaurant']	Istedgade 4	1650	København V	12.5630980	55.6723900
2431	Poonchai 2 Thai Restaurant	Restaurant	['Thailandske restauranter', 'Restaurant']	Amager Boulevard 128B	2300	København S	12.5978966	55.6656265
2432	Poonchai 1 Thai Restaurant	Restaurant	['Thailandske restauranter', 'Restaurant']	Istedgade 1	1650	København V	12.5633593	55.6722298
2433	Le Fiesta	Restaurant	['Pizzeria']	Egebjerg Bygade 53C	2750	Ballerup	12.3776693	55.7501411
2434	Madpakken	Restaurant	['Smørrebrød', 'Restaurant']	Vasekær 15	2730	Herlev	12.4326925	55.7176018
2435	Restaurant Chinese Corner	Restaurant	['Kinesisk restaurant', 'Restaurant']	Ballerup-Centret 2, 1. sal. 12	2750	Ballerup	12.3558540	55.7289810
2436	Restaurant Hua Yang v/ Hanbin Chen	Restaurant	['Restaurant']	Køgevej 24	4100	Ringsted	11.7998095	55.4428673
2437	Restaurant Vadestedet	Restaurant	['Restaurant', 'Selskabslokaler']	Strandmøllevej 249	4300	Holbæk	11.7587452	55.7217178
2438	Dilis	Restaurant	['Catering, diner transportable', 'Pizzeria']	Ny Carlsberg Vej 38, st. sal. th	1760	København V	12.5396070	55.6665421
2439	Teppan House ApS	Restaurant	['Restaurant']	Dirch Passers Allé 25	2000	Frederiksberg	12.5011339	55.6847916
2440	Cafe Svanen	Restaurant	['Restaurant']	Labæk 65	4300	Holbæk	11.7238874	55.7170219
2441	La Cantina I/S	Restaurant	['Pizzeria']	Græsted Hovedgade 7C	3230	Græsted	12.2822380	56.0656281
2442	Restaurant Krabben	Restaurant	['Restaurant']	Vallensbæk Havnevej 7	2665	Vallensbæk Strand	12.3979721	55.6132240
2443	Hotel Hillerød & Restaurant Krydderiet	Restaurant	['Hotel', 'Restaurant']	Milnersvej 41A	3400	Hillerød	12.2967157	55.9209747
2444	Rådhus Restaurant & Caféen	Restaurant	['Café', 'Frokostrestauranter', 'Danske restauranter']	Centertorvet 2	3660	Stenløse	12.1954613	55.7681770
2445	Satang Thai Bistro	Restaurant	['Restaurant']	Åboulevard 51, st. sal. 1	1960	Frederiksberg C	12.5481853	55.6850281
2446	Ferdinands Bøfhus ApS	Restaurant	['Restaurant', 'Steakrestauranter', 'Take away', 'Barer, cocktailbarer', 'Danske restauranter', 'Frokostrestauranter']	Nørregade 31	4100	Ringsted	11.7888441	55.4478722
2447	Cafeen i Ordrup	Restaurant	['Café']	Ordrupvej 51	4540	Fårevejle	11.4029064	55.8226509
2448	Restaurant Bondestuen	Restaurant	['Danske restauranter', 'Italienske restauranter', 'Selskabslokaler', 'Take away', 'Catering, diner transportable', 'Restaurant']	Bygaden 51	4040	Jyllinge	12.1034679	55.7482643
2449	Damme Kro	Restaurant	['Kroer']	Fanefjordgade 162	4792	Askeby	12.1564131	54.9160652
2450	Ølsted Kro & Hotel ApS	Restaurant	['Hotel', 'Kroer']	Hovedgaden 16	3310	Ølsted	12.0718737	55.9221382
2451	Traktørstedet Højeruplund	Restaurant	['Restaurant']	Højerup Bygade 39	4660	Store Heddinge	12.4443359	55.2795601
2452	Kina Cafeteria & Grill	Restaurant	['Kinagrillbarer', 'Cafeterier', 'Vegetarrestauranter', 'Danske restauranter', 'Kinesisk restaurant', 'Japanske restauranter', 'Vietnamesiske restauranter', 'Grillbar', 'Restaurant', 'Take away', 'Thai takeaway']	Nørregade 18	3300	Frederiksværk	12.0207138	55.9742393
2453	Roma Pizzeria og Restaurant	Restaurant	['Pizzeria']	Lupinkrogen 4	3460	Birkerød	12.4308615	55.8516121
2454	Chaophraya	Restaurant	['Restaurant']	Sallingvej 29	2720	Vanløse	12.5072746	55.6931686
2455	Juventus Pizza & Grillbar	Restaurant	['Pizzeria', 'Fastfood-spisesteder', 'Restaurant']	Kirkegade 2B	3600	Frederikssund	12.0637541	55.8385658
2456	Søndergård Park Pizza & Grill I/S	Restaurant	['Pizzeria', 'Take away', 'Restaurant']	Bagsværd Hovedgade 43C	2880	Bagsværd	12.4599438	55.7573204
2457	INDIA SPICE Restaurant & Takeaway	Restaurant	['Restaurant']	Søborg Hovedgade 118B	2860	Søborg	12.5098038	55.7370186
2458	Korporalskroen	Restaurant	['Kroer']	Tåstrupvej 2	2690	Karlslunde	12.2198868	55.5577965
2459	STOP 41	Restaurant	['Grillbar', 'Kiosk', 'Fastfood-spisesteder', 'Festudlejning', 'Købmænd, døgnkiosker - (M)', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Højgaardsvej 2	4760	Vordingborg	12.0027914	54.9976120
2460	Hotel Gilleleje Strand ApS	Restaurant	['Hotel', 'Restaurant']	Vesterbrogade 4B	3250	Gilleleje	12.3054333	56.1258698
2461	Hana Food Gallery( tidligere Kawaii Zushi)	Restaurant	['Restaurant']	Farum Hovedgade 79	3520	Farum	12.3588209	55.8081970
2462	Sakura Running Sushi	Restaurant	['Kinesisk restaurant', 'Japanske restauranter', 'Sushirestaurant']	Sct Hansgade 43	4100	Ringsted	11.7929211	55.4430733
2463	Slots Bowl - Hillerød	Restaurant	['Bowlinghal', 'Drift af sportsanlæg', 'Tyverisikring, tyverialarmer', 'Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Københavnsvej 23	3400	Hillerød	12.3116894	55.9341354
2464	Skovshoved Hotel	Restaurant	['Restaurant', 'Hotel']	Strandvejen 267	2920	Charlottenlund	12.5968800	55.7589340
2465	Selskabslokalerne v/Holbæk Slot	Restaurant	['Selskabslokaler', 'Restaurant']	Slotsvolden 2	4300	Holbæk	11.7054005	55.7182846
2466	Lins Sushi	Restaurant	['Sushirestaurant', 'Restaurant']	Østerfælled Torv 2	2100	København Ø	12.5766830	55.7055092
2467	Wok Guld, Thai Take Away	Restaurant	['Rengøringsselskab', 'Haveservice', 'Rengøringsartikler', 'Rengøringsmidler', 'Andre rengøringsydelser', 'Restaurant', 'Erhvervsrengøring']	Valby Langgade 120	2500	Valby	12.5056534	55.6666451
2468	Jane's Smørrebrød/Catering	Restaurant	['Sandwichbarer', 'Smørrebrød', 'Take away', 'Catering, diner transportable', 'Café', 'Danske restauranter']	Herlev Hovedgade 60	2730	Herlev	12.4487057	55.7205467
2469	Big Ben pizza & café	Restaurant	['Pizzeria', 'Take away', 'Fastfood-spisesteder', 'Restaurant']	Hovedvejen 103	2600	Glostrup	12.3962383	55.6656342
2470	Express Pizzaria ApS	Restaurant	['Pizzeria', 'Restaurant']	Mimersgade 102	2200	København N	12.5415773	55.7009773
2471	Thai Wok Cafén ApS	Restaurant	['Restaurant']	Torbenfeldvej 10	2665	Vallensbæk Strand	12.3712606	55.6242981
2472	KFC	Restaurant	['Restaurant']	Arne Jacobsens Allé 12	2300	København	12.5773907	55.6298065
2473	KFC	Restaurant	['Restaurant']	Ishøj Østergade 31	2635	Ishøj	12.3570967	55.6134605
2474	KFC	Restaurant	['Restaurant']	Rådhuspladsen 55	1550	København	12.5696898	55.6764603
2475	KFC	Restaurant	['Restaurant']	Mosede Landevej 60	2670	Greve	12.2578955	55.5843391
2476	KFC	Restaurant	['Restaurant']	Amagerbrogade 95	2300	København	12.6064653	55.6594810
2477	KFC	Restaurant	['Restaurant']	Tårnvej 3	2610	Rødovre	12.4559612	55.6715317
2478	MAX Burgers	Restaurant	['Restaurant']	Gammeltorv 4	1457	Copenhagen	12.5727482	55.6783180
2479	MAX Burgers	Restaurant	['Restaurant']	Ved Stationen 2	2635	Ishøj	12.3604221	55.6138344
2480	MAX Burgers	Restaurant	['Restaurant']	Banegårdspladsen 6	1570	København V	12.5638924	55.6727486
2481	MAX Burgers	Restaurant	['Restaurant']	Herlev Hovedgade 55	2730	Herlev	12.4503756	55.7186279
2482	Trattoria 54	Restaurant	['Restaurant']	Falkoner Alle 54	2000	Frederiksberg	12.5368605	55.6835594
2483	Italiensk Restaurant Fabio - København	Restaurant	['Restaurant']	Falkoner Alle 56	2000	Frederiksberg	12.5369368	55.6836624
2484	Vores Skotterup ApS	Restaurant	['Gourmet restauranter', 'Restaurant']	Strandvejen 232C	3070	Snekkersten	12.5788250	56.0054016
2485	The Taj Restaurant	Restaurant	['Indiske restauranter', 'Restaurant']	Amagerbrogade 15	2300	København S	12.5980415	55.6672211
2486	Hammershus Cafe ApS	Restaurant	['Restaurant']	Brogade 7, 1. sal. th	4600	Køge	12.1823215	55.4556885
2487	Ncma ApS	Restaurant	['Restaurant']	Bybækterrasserne 138E 2	3520	Farum	12.3795080	55.8188667
2488	Yoyo ApS	Restaurant	['Restaurant']	Vasevej 125, kl. sal. 3	3460	Birkerød	12.4304790	55.8272896
2489	Q Bagel ApS	Restaurant	['Restaurant']	Ishøj Østergade 13, 1. sal.	2635	Ishøj	12.3571348	55.6135406
2490	Brede By Madkastellet	Restaurant	['Restaurant']	Slagtehusgade 11	1715	København V	12.5610704	55.6687241
2491	Cah Ii A/S	Restaurant	['Hotel', 'Restaurant']	Toldbodgade 31	1253	København K	12.5930243	55.6819153
2492	Bollinis Familierestauration	Restaurant	['Italienske restauranter']	Østergade 26	3600	Frederikssund	12.0611811	55.8394012
2493	Rb Af 5. September 2022 ApS	Restaurant	['Restaurant']	Jernbanegade 17A, st. sal.	4800	Nykøbing F	11.8710880	54.7664108
2494	Det Sociale Kompagni I/S	Restaurant	['Øvrige sociale foranstaltninger', 'Øvrige sportsaktiviteter', 'Restaurant', 'Kaffe-producenter, te-producenter']	Egebjerg Mark 3	4500	Nykøbing Sj	11.6877441	55.8556900
2495	Heaps Good Pies	Restaurant	['Restaurant']	Fensmarkgade 23	2200	København N	12.5572348	55.6963768
2496	Larsens Bøfhus ApS	Restaurant	['Restaurant']	Østergade 1A	3600	Frederikssund	12.0588770	55.8396530
2497	Punjab Cuisine	Restaurant	['Restaurant']	Ægirsgade 45	2200	København N	12.5466757	55.6999283
2498	Umami Sandwich	Restaurant	['Sandwichbarer', 'Take away', 'Restaurant']	Rolighedsvej 20, kl. sal.	1958	Frederiksberg C	12.5429230	55.6842079
2499	The Smoking Chef	Restaurant	['Restaurant', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Ahlgade 74B	4300	Holbæk	11.7155619	55.7167358
2500	Muban Thai Nordhavn	Restaurant	['Restaurant']	Århusgade 147	2150	Nordhavn	12.5949831	55.7077827
2501	Thai Køkken Take-Away	Restaurant	['Restaurant']	Axeltorv 14D, st. sal.	4900	Nakskov	11.1349688	54.8305817
2502	The Smoking Chef, Ahlgade	Restaurant	['Restaurant']	Ahlgade 74B	4300	Holbæk	11.7155619	55.7167358
2503	Restaurant Strandalléen I/S	Restaurant	['Restaurant']	Strandalleen 1B, 1. sal. 1	3000	Helsingør	12.6029930	56.0438004
2504	Cafe Patina	Restaurant	['Restaurant']	Fiolstræde 21	1171	København K	12.5720596	55.6818619
2505	Props Coffee Shop	Restaurant	['Restaurant']	Blågårdsgade 5	2200	København N	12.5598316	55.6876335
2506	Tom Yum ApS	Restaurant	['Thailandske restauranter', 'Restaurant']	Jernbane Allé 79	2720	Vanløse	12.4877214	55.6906891
2507	Crispy Sandwich	Restaurant	['Restaurant']	Nørrelundvej 2A	2730	Herlev	12.4170561	55.7252922
2508	D'Angelo	Restaurant	['Restaurant']	Stengade 22A	3000	Helsingør	12.6098900	56.0331917
2509	Cafe Edderfuglen	Restaurant	['Restaurant']	Røsnæsvej 460	4400	Kalundborg	10.8928070	55.7389221
2510	Yoyo Sushi	Restaurant	['Sushirestaurant', 'Restaurant']	Vasevej 125	3460	Birkerød	12.4304790	55.8272896
2511	Nicecoffee	Restaurant	['Detailhandel fra internetforretninger - (M)', 'Restaurant']	Solvænget 9	3300	Frederiksværk	12.0228710	55.9678688
2512	Fs Orient ApS	Restaurant	['Restaurant']	Østergade 1K	3600	Frederikssund	12.0578032	55.8394928
2513	Den Gule Cottage	Restaurant	['Gourmet restauranter', 'Restaurant']	Taarbæk Strandvej 2	2930	Klampenborg	12.5903435	55.7796593
2514	M&S Gruppen ApS	Restaurant	['Restaurant', 'Detailhandel fra internetforretninger - (M)']	Skovalleen 32C	4800	Nykøbing F	11.8834257	54.7765427
2515	Korsør Vandrerhjem Svanegården	Restaurant	['Vandrerhjem', 'Restaurant']	Tovesvej 30F	4220	Korsør	11.1488838	55.3403015
2516	Ya Ya House	Restaurant	['Sushirestaurant', 'Cateringfirma', 'Catering, diner transportable', 'Restaurant']	Østergade 12	3600	Frederikssund	12.0598497	55.8394089
2517	Fra Chilli til Safran	Restaurant	['Restaurant']	Røsnæsvej 254	4400	Kalundborg	10.9797163	55.7323303
2518	Restaurant Komplet	Restaurant	['Kaffebarer', 'Restaurant']	Krystalgade 9	1172	København K	12.5740595	55.6809616
2519	Cafe Patina	Restaurant	['Restaurant']	Mysundegade 26	1668	København V	12.5479527	55.6679573
2520	Schou's Restaurant	Restaurant	['Restaurant']	Nygade 18	4800	Nykøbing F	11.8709259	54.7656593
2521	Schou's Restaurant og Steakhouse	Restaurant	['Steakrestauranter', 'Restaurant']	Bøtøvej 8	4873	Væggerløse	11.9656420	54.6892090
2522	Senorita Restaurant	Restaurant	['Restaurant']	Istedgade 49	1650	København V	12.5549679	55.6695518
2523	Restaurant Francisco	Restaurant	['Restaurant']	Bramstræde 5	3000	Helsingør	12.6130009	56.0340500
2524	Beyti	Restaurant	['Restaurant']	Blågårdsgade 1	2200	København N	12.5600996	55.6878700
2525	P Project P/S	Restaurant	['Restaurant', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Philip Heymans Alle 17	2900	Hellerup	12.5802479	55.7259903
2526	K.U.M.A. Kitchen ApS	Restaurant	['Restaurant']	Jonstrupvej 282	3500	Værløse	12.3384600	55.7591248
2527	Cafe Hulyas ApS	Restaurant	['Restaurant']	Torvet 5	4990	Sakskøbing	11.6351109	54.7994194
2528	Dinner in the sky	Restaurant	['Internationale restauranter', 'Eventbureauer', 'Restaurant', 'Oplagringsvirksomhed, pakhusvirksomhed', 'Detailhandel fra internetforretninger - (M)']	Hammerholmen 28C	2650	Hvidovre	12.4800320	55.6092529
2529	Restaurant Royal Style	Restaurant	['Restaurant']	Slotsgade 59C, st. sal.	3400	Hillerød	12.2984409	55.9327965
2530	Chibi Jah	Restaurant	['Restaurant']	Gasværksvej 23, kl. sal. tv	1656	København V	12.5576096	55.6706352
2531	Restaurant Jonstrup Gl. Købmandsgård	Restaurant	['Restaurant', 'Café']	Jonstrupvej 282	3500	Værløse	12.3384600	55.7591248
2532	Kleiz Sandwich & Café	Restaurant	['Restaurant']	Jernbanegade 40B, st. sal.	4690	Haslev	11.9634829	55.3267059
2533	Restaurant Royal Taste	Restaurant	['Kinesisk restaurant', 'Japanske restauranter', 'Restaurant']	Slotsgade 61	3400	Hillerød	12.2979536	55.9330864
2534	Fattys	Restaurant	['Restaurant']	Njalsgade 19D	2300	København S	12.5805492	55.6664810
2535	Al Mulino ApS	Restaurant	['Restaurant']	Retortvej 64, st. sal.	2500	Valby	12.5027180	55.6514969
2536	The Captain ApS	Restaurant	['Restaurant']	Rungsted Havn 30A	2960	Rungsted Kyst	12.5466213	55.8851547
2537	Easyb ApS	Restaurant	['Restaurant']	Nordmarken 6A	4550	Asnæs	11.5123663	55.8174477
2538	Restauranten Vestauranten DGI-byen	Restaurant	['Restaurant']	Tietgensgade 65	1704	København V	12.5650187	55.6700592
2539	L' Anfora	Restaurant	['Restaurant']	Gothersgade 93	1123	København K	12.5773335	55.6834641
2540	Restaurant Odette ApS	Restaurant	['Restaurant']	Kompagnistræde 18	1208	København K	12.5754700	55.6772079
2541	Restaurant Ilden Næstved ApS	Restaurant	['Restaurant']	Solvej 4	3330	Gørløse	12.1930065	55.8843040
2542	Restaurant Dong Yuan	Restaurant	['Kinesisk restaurant']	Holbergsgade 17	1057	København K	12.5898895	55.6785278
2543	Vesuvio ApS	Restaurant	['Pizzeria', 'Italienske restauranter']	Rådhuspladsen 4	1550	København V	12.5675659	55.6767578
2544	Paradis Is Ørestad	Restaurant	['Restaurant']	Ørestads Boulevard 55C	2300	København S	12.5823183	55.6351357
2545	Sushi Deli	Restaurant	['Restaurant']	Højnæsvej 73	2610	Rødovre	12.4591427	55.6778259
2546	Rødovre Mighty Bulls ApS	Restaurant	['Sportsklubber, idrætsklubber', 'Restaurant']	Højnæsvej 62	2610	Rødovre	12.4596806	55.6781731
2547	Palæo Fields ApS	Restaurant	['Restaurant', 'Dagligvarer - Detailhandel']	Ørestads Boulevard 102C	2300	København S	12.5788555	55.6293030
2548	Mcdonald's Fisketorvet	Restaurant	['Restaurant']	Kalvebod Brygge 59, st. sal.	1560	København V	12.5614681	55.6627312
2549	Café Dalle Valle	Restaurant	['Restaurant', 'Café']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2550	Asian Eateries ApS	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2551	Ka 2018 ApS	Restaurant	['Restaurant']	Ørestads Boulevard 74	2300	København S	12.5800447	55.6322937
2552	Palæo Fisketorvet ApS	Restaurant	['Restaurant', 'Dagligvarer - Detailhandel']	Kalvebod Brygge 59, 2. sal.	1560	København V	12.5614681	55.6627312
2553	Grab N Go Burgers - Ben & Jerrys Bubble Waffles	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2554	Happy Boba	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2555	Grand Vue Fisketorvet Aps.	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2556	Lêlê Street Kitchen // Fisketorvet	Restaurant	['Vietnamesiske restauranter', 'Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2557	Letz Sushi Fisketorvet	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2558	Library Restaurant	Restaurant	['Restaurant']	Center Boulevard 5	2300	København S	12.5775747	55.6382599
2559	Liberty Burger & Grill	Restaurant	['Amerikanske restauranter', 'Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2560	Restaurant Cyprus	Restaurant	['Kebab', 'Tyrkiske restauranter', 'Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2561	BM Restaurant	Restaurant	['Restaurant']	Center Boulevard 5	2300	København S	12.5775747	55.6382599
2562	Gorm´S Fields ApS	Restaurant	['Restaurant']	Ørestads Boulevard 102B	2300	København S	12.5786572	55.6293983
2563	And Kebab	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2564	Kroen Sdf ApS	Restaurant	['Restaurant']	Kongevejen 21	3450	Allerød	12.3849201	55.8649521
2565	Restaurant Royal, Royal Golf Center	Restaurant	['Restaurant']	Center Boulevard 4	2300	København S	12.5748148	55.6393776
2566	Restaurant BASALT	Restaurant	['Restaurant']	Center Boulevard 5	2300	København S	12.5775747	55.6382599
2567	Sky Bar	Restaurant	['Restaurant', 'Barer, cocktailbarer']	Center Boulevard 5	2300	København S	12.5775747	55.6382599
2568	Ssam ApS	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2569	Gorm's Fisketorvet	Restaurant	['Restaurant']	Kalvebod Brygge 59	1560	København V	12.5614681	55.6627312
2570	Parambir Singh	Restaurant	['Restaurant']	Sofielundsvej 14, st. sal. tv	2600	Glostrup	12.4049339	55.6680794
2571	Kartoffel Kartofel I/S	Restaurant	['Restaurant']	Slagtehusgade 11A	1715	København V	12.5613623	55.6687126
2572	Smurt	Restaurant	['Restaurant']	Falkoner Alle 33, kl. sal. tv	2000	Frederiksberg	12.5355654	55.6828308
2573	Toast Time	Restaurant	['Restaurant']	Rosendal 2A	2860	Søborg	12.4833841	55.7407341
2574	Miro 2021 ApS	Restaurant	['Restaurant']	Valby Langgade 53, st. sal.	2500	Valby	12.5161533	55.6664963
2575	Kong Hans Kælder	Restaurant	['Michelin restauranter', 'Restaurant', 'Gourmet restauranter']	Vingårdstræde 6	1070	København K	12.5839968	55.6787720
2576	Croissanten	Restaurant	['Café', 'Sandwichbarer', 'Take away', 'Restaurant']	Frederiksborggade 3, st. sal. 1	1360	København K	12.5731821	55.6828728
2577	Omø Perlen	Restaurant	['Restaurant', 'Overnatningsfaciliteter']	Søvej 2	4245	Omø	11.1568861	55.1701698
2578	Cafe Hik	Restaurant	['Restaurant']	Bregnegårdsvej 25	2900	Hellerup	12.5702829	55.7450104
2579	Spisehuset På Kulturværftet	Restaurant	['Restaurant']	Allegade 2	3000	Helsingør	12.6147776	56.0379295
2580	Restaurant Ac	Restaurant	['Restaurant']	Bjergegade 20B, st. sal.	3000	Helsingør	12.6110010	56.0363274
2581	Guangzhoa Cuisine	Restaurant	['Restaurant']	Abel Cathrines Gade 6, st. sal. th	1654	København V	12.5586777	55.6715317
2582	Bjerregaards Restaurationer	Restaurant	['Restaurant']	Næstvedvej 52	4720	Præstø	11.9504280	55.1260071
2583	Jb Customs	Restaurant	['Restaurant']	Ingemannsvej 3A, 5. sal.	1964	Frederiksberg C	12.5470057	55.6839943
2584	N + G Thai Take Away	Restaurant	['Restaurant']	Nordensvej 2B	4800	Nykøbing F	11.8726759	54.8076439
2585	Niban	Restaurant	['Restaurant']	Slagelsevej 8	4700	Næstved	11.7528505	55.2301865
2586	Zocalo Falkoner Allé	Restaurant	['Restaurant']	Falkoner Alle 80, st. sal. tv	2000	Frederiksberg	12.5382814	55.6848030
2587	Jakobsens Pita Pustervig	Restaurant	['Restaurant']	Pustervig 4, kl. sal. th	1126	København K	12.5748768	55.6822166
2588	Cafe K By Van Noort	Restaurant	['Restaurant', 'Caféer, værtshuse, diskoteker mv. - (M)']	Studiestræde 3B	4300	Holbæk	11.7117939	55.7182999
2589	Jakobsens Pita Hillerød Madmarked	Restaurant	['Restaurant']	Slangerupgade 2	3400	Hillerød	12.2980375	55.9329262
2590	Boys Christianshavn ApS	Restaurant	['Restaurant']	Torvegade 50	1400	København K	12.5921135	55.6718407
2591	Café Solvogn	Restaurant	['Café', 'Restaurant']	Stårupvej 2	4573	Højby	11.6094456	55.9084396
2592	Restaurant Pibemølle	Restaurant	['Restaurant']	Høbjergvej 32	3200	Helsinge	12.2232218	55.9959755
2593	Kuriosum Anno 2020	Restaurant	['Restaurant']	Stengade 48F	3000	Helsingør	12.6123104	56.0340958
2594	From & Co	Restaurant	['Restaurant', 'Pizzeriaer, grillbarer, isbarer mv. - (M)']	Løgstørgade 28, 1. sal. th	2100	København Ø	12.5834923	55.7074471
2595	Skipperhuset Anno 2021 ApS	Restaurant	['Restaurant']	Skipperalle 6	3480	Fredensborg	12.3818598	55.9804230
